,,Внеоборотные активы,Внеоборотные активы,Внеоборотные активы,Выручка,Выручка,Выручка,Дебиторская задолженность,Дебиторская задолженность,Дебиторская задолженность,Долгосрочные обязательства,Долгосрочные обязательства,Долгосрочные обязательства,Заёмные средства (долгосрочные),Заёмные средства (долгосрочные),Заёмные средства (долгосрочные),Заёмные средства (краткосрочные),Заёмные средства (краткосрочные),Заёмные средства (краткосрочные),Капитал и резервы,Капитал и резервы,Капитал и резервы,Краткосрочные обязательства,Краткосрочные обязательства,Краткосрочные обязательства,Кредиторская задолженность,Кредиторская задолженность,Кредиторская задолженность,Нематериальные активы,Нематериальные активы,Нематериальные активы,Оборотные активы,Оборотные активы,Оборотные активы,Основные средства,Основные средства,Основные средства,Прибыль (убыток) до налогообложения,Прибыль (убыток) до налогообложения,Прибыль (убыток) до налогообложения,Прибыль (убыток) от продажи,Прибыль (убыток) от продажи,Прибыль (убыток) от продажи,Себестоимость продаж,Себестоимость продаж,Себестоимость продаж,Уставный капитал,Уставный капитал,Уставный капитал,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,Факт,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ,ПДЗ
2019,154,6640127.388535032,5017834.394904458,2243949.044585987,532410191.0828025,418974522.2929936,351636942.6751592,15454777.07006369,5445222.929936306,11905095.54140127,0.0,3184.713375796178,31210.19108280255,0.0,0.0,0.0,10255414.01273885,31847133.75796178,31847133.75796178,12843312.10191083,33174522.29299363,34443312.10191083,97484713.37579615,66985987.26114649,68283439.49044585,87229299.36305732,34254140.12738854,35458598.72611465,0.0,0.0,0.0,103687898.089172,95145859.87261146,100514012.7388535,6640127.388535032,5017834.394904458,2212738.853503184,3459235.668789809,32757324.84076433,1584713.375796178,3670063.694267516,6892993.630573248,5207643.312101911,520731847.133758,402770700.6369427,332629936.3057325,8280.254777070064,8280.254777070064,8280.254777070064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.5,3.0,1498592.834394904,46.0,,,,,,
2019,155,52134394.9044586,68145222.9299363,103378343.9490446,268796815.2866242,292522292.9936306,326860509.5541401,10520382.16560509,27153503.18471337,20031847.13375796,402375796.178344,434255414.0127388,501056687.8980892,402375796.178344,434255414.0127388,501056687.8980892,27908917.19745223,30031847.13375796,221200000.0,-272968152.8662421,-293629299.3630573,-385149044.5859873,129026751.5923567,274885350.3184713,377452866.2420382,99538216.56050956,243926751.5923567,154303184.7133758,0.0,0.0,0.0,206300000.0,347366242.0382165,389982802.5477707,16096815.2866242,26935668.78980892,48723566.87898089,107296815.2866242,-25820382.16560509,-95558598.72611465,-14547133.75796178,21123566.87898089,19542038.21656051,252754140.1273885,240792356.6878981,267715923.566879,2165605.095541401,2165605.095541401,2165605.095541401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,608.0,2.0,1289872.52866242,2.0,,,,,,
2019,156,284235668.7898089,296005732.4840764,284465605.0955414,1654203184.713376,1210259235.66879,1592725477.707006,259646496.8152866,182129936.3057325,378071337.5796178,8410828.025477707,7498089.171974522,6975796.178343949,0.0,0.0,0.0,0.0,0.0,0.0,1213601273.88535,1153465605.095541,1367316560.509554,101827388.5350318,117990445.8598726,146334394.9044586,97345222.9299363,112685987.2611465,142198089.1719745,0.0,0.0,0.0,1039603821.656051,982948407.643312,1236161146.496815,190733757.9617834,176053503.1847134,163283439.4904459,561920382.1656051,398142675.1592357,548617834.3949045,533950955.4140127,352945222.9299363,496249681.5286624,975929936.3057324,718831210.1910827,942194267.5159236,6369426.751592357,6369426.751592357,6369426.751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,1.0,167754.2292993631,1.0,,,,,,
2019,157,9714649.68152866,7808917.197452229,6505095.541401274,186174522.2929936,227484076.433121,291197452.2292994,14084076.43312102,26401273.88535032,32470700.63694268,0.0,0.0,0.0,0.0,0.0,0.0,10379617.8343949,16761146.49681529,19543949.04458599,18329936.30573248,22849681.52866242,27344585.98726114,19549681.52866242,23106369.42675159,26185350.31847133,9170063.694267515,6345222.929936306,6641401.27388535,0.0,0.0,0.0,28164968.15286624,38147133.75796178,47024840.76433121,9714649.68152866,7808917.197452229,6505095.541401274,5381528.662420382,11389171.97452229,13996815.2866242,7583439.49044586,13209554.14012739,16003821.65605095,169462420.3821656,204119745.2229299,263247770.7006369,6369.426751592357,6369.426751592357,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.564705882352941,7.0,2593626.74522293,85.0,,,,,,
2019,158,5250955.414012739,16968152.86624204,26501910.82802548,194719108.2802548,222971974.522293,636466242.0382166,24822292.99363057,36045859.87261146,89616560.50955413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19035031.84713376,22281528.66242038,36212101.91082802,50383439.49044586,85896178.34394903,195670700.6369427,50383439.49044586,85896178.34394903,195670700.6369427,0.0,0.0,0.0,64167515.92356688,91209554.1401274,205379617.8343949,3510828.025477707,5865605.095541401,16456687.89808917,4949044.585987261,4293630.573248408,17673248.40764331,6429936.305732484,4326751.592356687,21096178.34394904,184694904.4585988,214871337.5796178,608580891.7197452,6369.426751592357,6369.426751592357,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,159,7001910.828025477,7164331.210191082,4077070.063694268,108098726.1146497,111798726.1146497,136749681.5286624,16459235.66878981,9944585.987261146,14092356.68789809,7042675.159235668,6898089.171974522,6219108.280254777,4775796.178343949,4775796.178343949,4215286.624203822,9284713.375796178,9207643.31210191,12021656.05095541,17472611.46496815,-205732.4840764331,-2880254.777070064,30921019.10828025,33205732.48407644,39055414.01273885,21636305.73248408,23998089.17197452,27033757.96178344,0.0,0.0,0.0,48434394.9044586,32734394.9044586,38317834.39490446,6420382.165605095,5433121.01910828,3906369.426751592,9386624.203821655,-10768152.86624204,-2976433.121019108,-2720382.165605095,-8185987.261146496,-1396178.343949045,101894267.5159236,112185350.3184713,131791719.7452229,12101.91082802548,12101.91082802548,12101.91082802548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,160,25881528.66242038,29895541.40127388,46180891.71974522,119685350.3184713,174285350.3184713,273015286.6242038,20966878.98089172,27910828.02547771,28899363.05732484,0.0,0.0,0.0,0.0,0.0,0.0,7061783.439490446,3821656.050955414,43245222.92993631,67987898.08917198,68409554.14012739,81135031.84713376,40601910.82802548,56044585.98726115,68861783.43949044,33436305.73248408,52119108.28025477,25512738.85350318,0.0,0.0,0.0,82708280.25477707,94558598.72611465,103816560.5095541,25858598.72611465,29895541.40127388,46180891.71974522,985350.3184713376,2615923.566878981,23336942.67515923,2917197.452229299,4559872.611464968,9426114.649681527,116768152.866242,169725477.7070064,263589171.9745223,14012.73885350318,14012.73885350318,14012.73885350318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.666666666666667,0.0,0.0,3.0,,,,,,
2019,161,281710191.0828025,266359235.6687898,242745859.8726114,810503821.6560509,760873885.3503184,744756050.9554139,320175159.2356688,434539490.4458599,479879617.8343949,6780891.719745223,5808917.197452229,4805732.484076433,0.0,0.0,0.0,0.0,0.0,0.0,724003821.6560509,770963694.2675159,791197452.2292993,29480891.71974522,10276433.12101911,23349681.52866242,29480891.71974522,10276433.12101911,23349681.52866242,0.0,0.0,0.0,478554777.0700637,520689808.9171974,576607643.3121018,281517834.3949044,265989171.9745223,242171974.522293,61964331.21019108,60201910.82802548,28550955.41401274,77273248.4076433,57105732.48407643,35027388.53503185,679022292.9936305,659842675.1592356,663845222.9299363,133757.9617834395,133757.9617834395,133757.9617834395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,36.0,1.0,0.0318471337579617,1.0,,,,,,
2019,162,12592993.63057325,0.0,7641401.27388535,382702547.7707006,0.0,391047770.7006369,83028662.42038216,0.0,59111464.96815287,0.0,0.0,22929.93630573248,0.0,0.0,0.0,16791082.80254777,0.0,17666878.98089172,18856050.95541401,0.0,24698726.11464968,198470700.6369427,0.0,284863694.2675159,134517834.3949045,0.0,252073248.4076433,0.0,0.0,0.0,204733757.9617834,0.0,301943949.044586,12545222.9299363,0.0,7600000.0,9584076.433121018,0.0,10385987.2611465,25811464.96815287,0.0,31921019.10828025,337229299.3630573,0.0,337628662.4203821,6369.426751592357,0.0,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.257731958762887,5.0,2540212.707006369,97.0,,,,,,
2019,163,0.0,564968.152866242,328025.4777070063,0.0,179619108.2802548,204217834.3949045,0.0,6944585.987261146,10782165.60509554,0.0,8238853.503184713,5621656.050955414,0.0,8238853.503184713,5621656.050955414,0.0,9554.140127388537,1273.885350318471,0.0,2584713.375796178,3563057.324840764,0.0,6278343.949044586,13676433.12101911,0.0,6268789.808917197,13675159.23566879,0.0,0.0,0.0,0.0,16537579.6178344,22532484.07643312,0.0,561783.4394904459,328025.4777070063,0.0,967515.9235668788,1222292.993630573,0.0,2575159.23566879,2130573.248407644,0.0,177043949.044586,202087261.1464968,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.666666666666667,0.0,0.0,12.0,,,,,,
2019,164,0.0,0.0,827388.5350318471,0.0,0.0,246086624.2038217,0.0,0.0,54497452.22929936,0.0,0.0,72793630.5732484,0.0,0.0,72793630.5732484,0.0,0.0,13457324.84076433,0.0,0.0,13482165.60509554,0.0,0.0,32289808.91719745,0.0,0.0,18832484.07643312,0.0,0.0,0.0,0.0,0.0,117738216.5605096,0.0,0.0,827388.5350318471,0.0,0.0,2636305.732484076,0.0,0.0,13760509.55414013,0.0,0.0,206676433.1210191,0.0,0.0,636942.6751592356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,165,0.0,0.0,8739490.445859872,0.0,0.0,134545222.9299363,0.0,0.0,6848407.643312101,0.0,0.0,113375.7961783439,0.0,0.0,0.0,0.0,0.0,9103821.656050956,0.0,0.0,2243949.044585987,0.0,0.0,50842675.15923566,0.0,0.0,41738853.50318471,0.0,0.0,0.0,0.0,0.0,44460509.55414013,0.0,0.0,8726114.649681529,0.0,0.0,-182802.5477707007,0.0,0.0,2066878.98089172,0.0,0.0,104449681.5286624,0.0,0.0,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,5.076923076923077,14.0,4274536.872611465,39.0,,,,,,
2019,166,472752229.299363,484007643.3121019,472758598.7261146,7148304458.598726,7551961146.496815,8048303184.713375,661870700.6369426,702708280.2547771,848859872.611465,1910.828025477707,17834.3949044586,34394.90445859872,0.0,0.0,0.0,127431210.1910828,82008280.25477707,54538853.50318471,534448407.6433121,557240127.388535,629121019.1082802,1027819745.22293,1156661783.43949,1624882165.605095,900388535.0318471,1074653503.184713,1570343312.101911,462966878.9808917,470814012.7388535,470814012.7388535,1089517834.394904,1229912101.910828,1781278980.89172,9608917.197452229,13040127.38853503,1813375.796178344,12663057.32484076,26688535.03184713,90112738.85350318,29728662.42038216,-17096815.2866242,72676433.12101911,7027402547.7707,7468896178.343948,7838203821.656051,470821656.0509554,470821656.0509554,470821656.0509554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,167,2567370700.636942,2407298726.11465,2255282802.547771,855607643.3121018,1192402547.770701,1280784076.433121,167424840.7643312,129395541.4012739,263021656.0509554,1130507006.369427,1505453503.184713,98321656.0509554,1107364331.210191,1441676433.121019,0.0,1529754777.070064,829730573.2484076,2207675159.235669,-32887261.14649681,355284713.3757961,221011464.9681529,2044847133.757962,1270596815.286624,2473536942.675159,497131847.133758,419148407.6433121,246315923.566879,263057.3248407643,229299.3630573248,195541.4012738853,575096178.3439491,724035668.7898089,537587261.1464968,2054088535.031847,1897354777.070064,1739505095.541401,-168280254.77707,-194164331.2101911,-167102547.7707006,-153094267.5159236,23435031.84713376,-2213375.796178344,879510828.0254776,1041787261.146497,1163019108.280255,1352594267.515924,1913510828.025478,1913510828.025478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,14.86666666666667,14.0,7543336.019108281,15.0,,,,,,
2019,168,28536305.73248408,48416560.50955414,58239490.44585987,862703821.6560509,917856687.8980892,780234394.9044585,88433121.01910828,95841401.27388534,99580254.77707006,133121019.1082803,100636942.6751592,110383439.4904458,133121019.1082803,100636942.6751592,110383439.4904458,0.0,0.0,0.0,138860509.5541401,148006369.4267516,150905732.4840764,177661783.4394904,197749681.5286624,187340764.3312102,177661783.4394904,197749681.5286624,187340764.3312102,0.0,0.0,0.0,421107006.3694267,397976433.1210191,390390445.8598726,28130573.24840764,9647133.757961784,5770063.694267516,13867515.92356688,11051592.3566879,4557324.840764331,47832484.07643312,32652866.24203822,16629936.30573248,753450955.4140127,831877070.0636942,707174522.2929935,12738.85350318471,12738.85350318471,12738.85350318471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,169,822019745.22293,833368152.866242,878249681.5286624,585508280.2547771,860374522.2929935,909108280.2547772,78549044.58598725,120359235.6687898,396387261.1464968,633602547.7707006,671966242.0382166,298682165.6050955,611655414.0127388,640149044.5859872,254269426.7515924,23585350.31847133,10496178.34394904,19321656.05095541,397778980.8917198,548829299.3630573,807059235.6687897,509431210.1910828,273781528.6624204,540019745.22293,478782165.6050955,254176433.1210191,509043312.1019108,0.0,0.0,0.0,718792993.6305733,661208917.1974522,767511464.9681529,311109554.1401274,284458598.7261146,278475796.178344,37351592.3566879,105473248.4076433,283801273.8853503,96339490.44585986,-38538853.50318471,-1467515.923566879,337376433.1210191,670560509.5541401,747929299.3630573,90010191.08280255,90010191.08280255,90010191.08280255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,170,2151592.356687898,1574522.292993631,849681.5286624203,57695541.40127389,78008280.25477707,98430573.24840765,1967515.923566879,3184713.375796178,2553503.184713376,0.0,0.0,0.0,0.0,0.0,0.0,14766878.98089172,16838853.50318471,18140127.38853503,3473248.407643312,7529299.363057325,11910828.02547771,16077707.00636943,19268152.86624204,19085987.2611465,1310828.025477707,2429299.363057325,945859.8726114648,0.0,0.0,0.0,17399363.05732484,25222929.93630573,30147133.75796178,2151592.356687898,1574522.292993631,849681.5286624203,1744585.987261146,5070063.694267516,5475796.178343949,1829936.305732484,6423566.878980892,6197452.229299363,46041401.27388535,71221019.10828026,91516560.50955412,6369.426751592357,6369.426751592357,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,171,217583439.4904459,253129299.3630573,224780891.7197452,497453503.1847134,493716560.5095541,554745859.8726114,83349044.58598725,73811464.96815287,92313375.79617834,43427388.53503185,47305095.54140128,34543312.10191083,0.0,0.0,0.0,0.0,0.0,0.0,309031847.1337579,324408917.1974522,313091719.7452229,64761146.49681529,65100636.94267516,69156687.89808917,58696815.2866242,55871337.57961784,61122929.93630573,0.0,0.0,0.0,199636942.6751592,183685350.3184713,192010828.0254777,214656687.8980892,247411464.9681529,215778343.9490446,22859235.66878981,39772611.46496815,9498726.11464968,24396178.34394904,42789171.97452229,10066878.98089172,469677707.0063694,446066878.9808917,538027388.5350318,77070.06369426752,77070.06369426752,77070.06369426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,0.0,2.0,,,,,,
2019,172,9887898.089171974,8817197.452229299,7854140.127388535,116786624.2038216,162401910.8280255,193556687.8980892,4702547.770700636,10485350.31847134,11542038.21656051,5685987.261146497,0.0,0.0,5685987.261146497,0.0,0.0,739490.4458598726,6107006.369426752,1551592.356687898,755414.0127388535,446496.8152866242,-247770.7006369427,10386624.20382166,22297452.22929936,30152866.24203822,9647133.757961784,16190445.85987261,28601273.88535032,0.0,0.0,0.0,6940764.33121019,13926751.59235669,22051592.3566879,9887898.089171974,8817197.452229299,7854140.127388535,275159.2356687898,363694.2675159235,-716560.5095541402,382802.5477707007,1268789.808917197,1730573.248407643,116403821.656051,161133121.0191083,191826114.6496815,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,11.67123287671233,23.0,3972747.03821656,73.0,,,,,,
2019,173,1737753503.184713,2020993630.573248,2048734394.904458,10053335031.84713,11464952229.29936,9307220382.165606,1389249044.585987,1261880254.77707,1269530573.248408,54342675.15923566,79839490.44585986,38105732.48407643,0.0,0.0,0.0,0.0,0.0,0.0,3548357324.840764,3382924840.764331,3301749681.528662,1500643312.101911,1081791719.745223,1124524203.821656,1297690445.859873,848566242.0382165,934545859.8726114,0.0,989171.974522293,1817197.4522293,3365589808.917197,2523562420.382165,2415645222.929936,1699270063.694268,1973836942.675159,2032882802.547771,551004458.598726,348000636.9426752,255459872.6114649,613313375.7961783,351657961.7834395,352805095.5414013,8617337579.617834,10501568789.80892,8340466242.038217,346462420.3821656,346462420.3821656,346462420.3821656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.0,58.35714285714285,3.0,10858471.33757962,14.0,,,,,,
2019,174,30753503.18471337,49335031.84713376,41378343.94904459,203914012.7388535,157210828.0254777,262323566.8789809,44821019.10828026,50189808.91719745,48300636.94267516,0.0,11229299.36305732,17197452.22929936,0.0,11229299.36305732,17197452.22929936,0.0,0.0,0.0,29706369.42675159,31983439.49044586,16517834.39490446,103154140.1273885,131889171.9745223,147754140.1273885,103154140.1273885,131889171.9745223,147754140.1273885,0.0,0.0,0.0,102107006.3694267,125766878.9808917,140091082.8025478,30489171.97452229,49070700.63694267,41122929.93630573,2465605.095541401,2868789.808917197,1116560.50955414,4157961.78343949,2858598.72611465,6590445.859872611,199756050.955414,154352229.299363,255733121.0191083,6369.426751592357,6369.426751592357,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,19.16666666666667,6.0,3367303.585987261,6.0,,,,,,
2019,175,422146496.8152866,272527388.5350319,153337579.6178344,2526992993.630573,2522929936.305732,1574373885.350318,474796815.2866242,505913375.7961784,682323566.8789809,4028025.477707006,3471974.522292993,4880254.777070063,0.0,0.0,0.0,71300000.0,0.0,62614649.68152866,947796815.2866242,813278343.9490446,777810191.0828025,443921656.0509554,308847770.7006369,595247770.7006369,346083439.4904459,292735668.7898089,499331847.133758,2706369.426751592,2362420.382165605,2065605.095541401,973600000.0,853070700.6369426,1224600636.942675,102620382.1656051,87094904.45859872,77154140.12738854,18814649.68152866,168161146.4968153,33266878.98089172,294113375.7961783,213481528.6624204,23520382.16560509,1701528662.420382,1796492993.630573,1260461783.43949,5732.484076433121,5732.484076433121,164968.152866242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.64,14.0,22166611.87261146,25.0,,,,,,
2019,176,118970700.6369427,119611464.9681529,117838853.5031847,627733757.9617834,445119745.2229299,424675796.178344,87626114.64968152,104590445.8598726,96370063.69426753,0.0,0.0,637579.6178343949,0.0,0.0,0.0,2983439.49044586,3231210.191082803,3025477.707006369,220762420.3821656,225781528.6624204,231849044.5859872,19711464.96815287,11366242.03821656,11010828.02547771,16639490.44585987,8027388.535031847,7832484.07643312,0.0,0.0,0.0,121503821.656051,117536305.7324841,125658598.7261146,17688535.03184713,22058598.72611465,23975159.23566879,11182802.5477707,6320382.165605095,8455414.012738854,15380254.77707006,9307643.31210191,13149681.52866242,581840127.388535,401568152.8662421,383463057.3248407,44598726.11464968,44598726.11464968,44598726.11464968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.2,0.0,0.0,5.0,,,,,,
2019,177,41732484.07643312,39561783.43949044,35432484.07643312,965502547.7707006,1018424840.764331,1305482165.605095,76726114.64968152,54885350.31847133,58531847.13375796,596815.2866242038,0.0,18471.33757961784,0.0,0.0,0.0,68091719.74522293,62538216.56050956,81445222.9299363,120504458.5987261,611464.9681528662,9140127.388535032,229107006.3694268,220807643.3121019,299991082.8025477,160037579.6178344,156694904.4585987,209177707.0063694,0.0,0.0,0.0,308475159.2356688,181857324.8407643,273717197.4522293,41667515.92356688,39529299.36305732,35392993.63057325,20270063.69426752,20776433.1210191,51331210.1910828,24028025.47770701,34182802.5477707,49133121.01910828,858983439.4904459,891030573.2484076,1057033757.961783,6369.426751592357,6369.426751592357,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,178,31556050.95541401,24675159.23566879,22199363.05732484,916494267.5159236,648807006.3694267,459483439.4904459,203155414.0127389,261303821.6560509,255337579.6178344,0.0,1247133.757961783,-1357961.78343949,0.0,0.0,0.0,78071337.57961783,192854777.0700637,55711464.96815287,290803184.7133758,291103821.6560509,300034394.9044586,264747133.7579618,380874522.2929936,309560509.5541401,182831210.1910828,186843312.1019108,246187898.089172,0.0,0.0,0.0,523994904.4585987,648550318.4713376,586037579.6178343,31547133.75796178,23657961.78343949,14205732.48407643,111553503.1847134,819745.2229299363,875159.2356687898,118555414.0127388,25136942.67515923,-39285987.26114649,712922292.9936305,558131210.1910828,493122929.9363057,6369426.751592357,6369426.751592357,6369426.751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,1.0,,,,,,
2019,179,31818471.33757961,0.0,20379617.83439491,270545859.8726115,0.0,314382165.6050955,15139490.44585987,0.0,73182802.5477707,58859235.66878981,0.0,31772611.46496815,58741401.27388535,0.0,31608280.25477707,8843949.044585986,0.0,39090445.85987261,44675796.17834394,0.0,55101273.88535032,63010191.08280254,0.0,83742675.15923567,54157324.84076433,0.0,44482802.5477707,265605.0955414012,0.0,208917.1974522293,134726114.6496815,0.0,150236942.6751592,31552229.29936305,0.0,20145222.9299363,17106369.42675159,0.0,9150955.414012738,23319108.28025478,0.0,16466242.03821656,239640764.3312102,0.0,286046496.8152866,6369.426751592357,0.0,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,16.22222222222222,16.0,8863728.222929936,27.0,,,,,,
2019,180,22982802.5477707,32816560.50955414,39330573.24840764,461505095.5414013,393953503.1847134,399680891.7197452,41764968.15286624,40536942.67515923,53276433.1210191,0.0,0.0,0.0,0.0,0.0,0.0,1561146.496815287,2142038.216560509,574522.2929936305,51361783.43949044,71867515.92356688,79119745.22292994,42731847.13375797,31866878.98089172,41124203.82165605,41170700.63694268,29724840.76433121,40549681.52866242,0.0,0.0,0.0,71110828.0254777,70917834.39490445,80913375.79617834,22982802.5477707,31581528.66242038,33995541.40127388,14680891.71974522,26096815.2866242,10257324.84076433,14071974.52229299,7924840.764331209,11448407.6433121,406242675.1592357,342625477.7070063,341066242.0382165,6369.426751592357,6369.426751592357,6369.426751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
2019,181,0.0,0.0,13690445.85987261,0.0,0.0,41387898.08917198,0.0,0.0,3536305.732484076,0.0,0.0,507006.3694267516,0.0,0.0,507006.3694267516,0.0,0.0,22019108.28025478,0.0,0.0,2459872.611464968,0.0,0.0,32185350.31847133,0.0,0.0,10166878.98089172,0.0,0.0,7006.369426751592,0.0,0.0,21461783.43949044,0.0,0.0,13684076.43312102,0.0,0.0,1139490.445859873,0.0,0.0,601910.8280254777,0.0,0.0,40785350.31847133,0.0,0.0,31847.13375796178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,,,,,,
2019,182,155533121.0191083,181742038.2165605,156356050.955414,429301273.8853503,619706369.4267516,602991719.7452229,53620382.16560509,171474522.2929936,72092993.63057324,255375796.178344,409408917.1974522,368657961.7834395,250167515.9235669,403732484.0764331,360259872.611465,0.0,0.0,0.0,8070063.694267516,4376433.121019108,8215286.624203822,84110191.08280255,107068789.8089172,95193630.5732484,84110191.08280255,107068789.8089172,95193630.5732484,0.0,0.0,0.0,192023566.8789809,339111464.9681529,315710828.0254777,151232484.0764331,178028662.4203822,152075159.2356688,-25610828.02547771,-3193630.573248408,6400000.0,-10766878.98089172,-721656.050955414,9786624.203821655,380052229.299363,564328025.477707,540359235.6687897,27354140.12738853,27354140.12738853,27354140.12738853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.5,0.0,0.0,4.0,,,,,,
2019,183,64522292.99363057,81871337.57961783,74201273.88535032,393449681.5286624,417733757.9617834,555406369.4267516,85200636.94267516,90819108.28025477,165893630.5732484,31179617.83439491,20445859.87261146,125808280.2547771,30658598.72611465,19071974.522293,124125477.7070064,21226114.64968153,50955414.01273885,20523566.87898089,74389171.9745223,77230573.24840765,90848407.6433121,102355414.0127388,163273885.3503185,178991082.8025478,80649681.52866241,110373248.4076433,157135031.8471338,0.0,0.0,0.0,143401910.8280255,179078980.8917197,321446496.8152866,64202547.77070063,81135031.84713376,73191719.74522293,2235031.847133758,3851592.356687898,17417197.4522293,18703821.65605096,12633757.96178344,46545222.92993631,332598726.1146497,359232484.0764331,461133757.9617834,63694.26751592357,63694.26751592357,63694.26751592357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
